Tuberculosis,2019,Afghanistan,41.1
STDs excluding HIV,2019,Afghanistan,0.2
HIV/AIDS,2019,Afghanistan,1.7
Diarrhoeal diseases,2019,Afghanistan,9.7
Childhood-cluster diseases,2019,Afghanistan,6.5
Meningitis,2019,Afghanistan,5.2
Encephalitis,2019,Afghanistan,4.6
Hepatitis,2019,Afghanistan,10.5
Parasitic and vector diseases,2019,Afghanistan,3.3
Intestinal nematode infections,2019,Afghanistan,0
Other infectious diseases,2019,Afghanistan,13.7
Lower respiratory infections,2019,Afghanistan,49.8
Upper respiratory infections,2019,Afghanistan,0
Otitis media,2019,Afghanistan,0
Preterm birth complications,2019,Afghanistan,12.1
Birth asphyxia and birth trauma,2019,Afghanistan,10.2
Neonatal sepsis and infections,2019,Afghanistan,5.4
Other neonatal conditions,2019,Afghanistan,2.9
Protein-energy malnutrition,2019,Afghanistan,1.4
Other nutritional deficiencies,2019,Afghanistan,0.1
Mouth and oropharynx cancers,2019,Afghanistan,8.2
Oesophagus cancer,2019,Afghanistan,8.8
Stomach cancer,2019,Afghanistan,10.4
Colon and rectum cancers,2019,Afghanistan,4.1
Liver cancer,2019,Afghanistan,4.2
Pancreas cancer,2019,Afghanistan,1.5
"Trachea, bronchus, lung cancers",2019,Afghanistan,6.9
Melanoma and other skin cancers,2019,Afghanistan,1
Breast cancer,2019,Afghanistan,10.1
Cervix uteri cancer,2019,Afghanistan,2.8
Corpus uteri cancer,2019,Afghanistan,1.9
Ovary cancer,2019,Afghanistan,2
Prostate cancer,2019,Afghanistan,2.1
Testicular cancer,2019,Afghanistan,0.2
Kidney cancer,2019,Afghanistan,1.3
Bladder cancer,2019,Afghanistan,2
Brain and nervous system cancers,2019,Afghanistan,3.3
Gallbladder and biliary tract cancer,2019,Afghanistan,0.9
Larynx cancer,2019,Afghanistan,1.1
Thyroid cancer,2019,Afghanistan,0.3
Mesothelioma,2019,Afghanistan,0
"Lymphomas, multiple myeloma",2019,Afghanistan,4.3
Leukaemia,2019,Afghanistan,2
Other malignant neoplasms,2019,Afghanistan,10
Thalassaemias,2019,Afghanistan,0.3
Sickle cell disorders and trait,2019,Afghanistan,0.6
Other haemoglobinopathies and haemolytic anaemias,2019,Afghanistan,0.4
"Other endocrine, blood and immune disorders",2019,Afghanistan,3
Alcohol use disorders,2019,Afghanistan,0.7
Drug use disorders,2019,Afghanistan,1.4
Eating disorders,2019,Afghanistan,0
Alzheimer disease and other dementias,2019,Afghanistan,22.3
Parkinson disease,2019,Afghanistan,6
Epilepsy,2019,Afghanistan,2.7
Multiple sclerosis,2019,Afghanistan,0.4
Other neurological conditions,2019,Afghanistan,0.6
Rheumatic heart disease,2019,Afghanistan,5.9
Hypertensive heart disease,2019,Afghanistan,65.9
Ischaemic heart disease,2019,Afghanistan,301.7
Stroke,2019,Afghanistan,149.1
"Cardiomyopathy, myocarditis, endocarditis",2019,Afghanistan,3.3
Other circulatory diseases,2019,Afghanistan,17.5
Chronic obstructive pulmonary disease,2019,Afghanistan,37
Asthma,2019,Afghanistan,24.2
Other respiratory diseases,2019,Afghanistan,1.6
Peptic ulcer disease,2019,Afghanistan,10.6
Cirrhosis of the liver,2019,Afghanistan,27.2
Appendicitis,2019,Afghanistan,1.5
Gastritis and duodenitis,2019,Afghanistan,0.3
Paralytic ileus and intestinal obstruction,2019,Afghanistan,3.4
Inflammatory bowel disease,2019,Afghanistan,0.4
Gallbladder and biliary diseases,2019,Afghanistan,2.6
Pancreatitis,2019,Afghanistan,1.5
Other digestive diseases,2019,Afghanistan,2.6
Kidney diseases,2019,Afghanistan,46.1
Urolithiasis,2019,Afghanistan,0.1
Other urinary diseases,2019,Afghanistan,0.9
Gynecological diseases,2019,Afghanistan,0
Rheumatoid arthritis,2019,Afghanistan,0.2
Other musculoskeletal disorders,2019,Afghanistan,0.7
Neural tube defects,2019,Afghanistan,1.1
Cleft lip and cleft palate,2019,Afghanistan,0
Down syndrome,2019,Afghanistan,0.2
Congenital heart anomalies,2019,Afghanistan,2.3
Other chromosomal anomalies,2019,Afghanistan,0.1
Other congenital anomalies,2019,Afghanistan,2.7
Road injury,2019,Afghanistan,19.8
Poisonings,2019,Afghanistan,1.6
Falls,2019,Afghanistan,5.1
"Fire, heat and hot substances",2019,Afghanistan,1.6
Drowning,2019,Afghanistan,2.8
Exposure to mechanical forces,2019,Afghanistan,5.7
Natural disasters,2019,Afghanistan,0.6
Other unintentional injuries,2019,Afghanistan,13
Self-harm,2019,Afghanistan,6
Interpersonal violence,2019,Afghanistan,9.9
Collective violence and legal intervention,2019,Afghanistan,121.6
Tuberculosis,2019,Albania,0.3
STDs excluding HIV,2019,Albania,0
HIV/AIDS,2019,Albania,0.9
Diarrhoeal diseases,2019,Albania,0.3
Childhood-cluster diseases,2019,Albania,0.2
Meningitis,2019,Albania,0.4
Encephalitis,2019,Albania,0.6
Hepatitis,2019,Albania,0
Parasitic and vector diseases,2019,Albania,0
Other infectious diseases,2019,Albania,0.9
Lower respiratory infections,2019,Albania,13.7
Upper respiratory infections,2019,Albania,0.3
Otitis media,2019,Albania,0
Preterm birth complications,2019,Albania,4.3
Birth asphyxia and birth trauma,2019,Albania,1.3
Neonatal sepsis and infections,2019,Albania,0.4
Other neonatal conditions,2019,Albania,0.7
Protein-energy malnutrition,2019,Albania,0.1
Other nutritional deficiencies,2019,Albania,0
Mouth and oropharynx cancers,2019,Albania,1.9
Oesophagus cancer,2019,Albania,1
Stomach cancer,2019,Albania,10.7
Colon and rectum cancers,2019,Albania,4.3
Liver cancer,2019,Albania,9
Pancreas cancer,2019,Albania,4.8
"Trachea, bronchus, lung cancers",2019,Albania,21.5
Melanoma and other skin cancers,2019,Albania,1.4
Breast cancer,2019,Albania,5.5
Cervix uteri cancer,2019,Albania,1.1
Corpus uteri cancer,2019,Albania,0.9
Ovary cancer,2019,Albania,0.9
Prostate cancer,2019,Albania,6
Testicular cancer,2019,Albania,0.3
Kidney cancer,2019,Albania,2.4
Bladder cancer,2019,Albania,6.6
Brain and nervous system cancers,2019,Albania,5.9
Gallbladder and biliary tract cancer,2019,Albania,0.9
Larynx cancer,2019,Albania,2
Thyroid cancer,2019,Albania,0.3
Mesothelioma,2019,Albania,0.2
"Lymphomas, multiple myeloma",2019,Albania,1.6
Leukaemia,2019,Albania,3.3
Other malignant neoplasms,2019,Albania,7.7
Thalassaemias,2019,Albania,0.1
Sickle cell disorders and trait,2019,Albania,0
Other haemoglobinopathies and haemolytic anaemias,2019,Albania,0.3
"Other endocrine, blood and immune disorders",2019,Albania,1.7
Alcohol use disorders,2019,Albania,0.5
Drug use disorders,2019,Albania,0.7
Eating disorders,2019,Albania,0
Alzheimer disease and other dementias,2019,Albania,36.9
Parkinson disease,2019,Albania,7.2
Epilepsy,2019,Albania,1.2
Multiple sclerosis,2019,Albania,0.9
Other neurological conditions,2019,Albania,1.9
Rheumatic heart disease,2019,Albania,1.1
Hypertensive heart disease,2019,Albania,8.5
Ischaemic heart disease,2019,Albania,178.8
Stroke,2019,Albania,176.1
"Cardiomyopathy, myocarditis, endocarditis",2019,Albania,9.6
Other circulatory diseases,2019,Albania,19.5
Chronic obstructive pulmonary disease,2019,Albania,17.5
Asthma,2019,Albania,3.9
Other respiratory diseases,2019,Albania,1.8
Peptic ulcer disease,2019,Albania,1.2
Cirrhosis of the liver,2019,Albania,8.3
Appendicitis,2019,Albania,0.1
Gastritis and duodenitis,2019,Albania,0
Paralytic ileus and intestinal obstruction,2019,Albania,1
Inflammatory bowel disease,2019,Albania,0.3
Gallbladder and biliary diseases,2019,Albania,0.7
Pancreatitis,2019,Albania,0.8
Other digestive diseases,2019,Albania,1.8
Kidney diseases,2019,Albania,8.4
Urolithiasis,2019,Albania,0
Other urinary diseases,2019,Albania,0.7
Gynecological diseases,2019,Albania,0.1
Rheumatoid arthritis,2019,Albania,0.2
Other musculoskeletal disorders,2019,Albania,0.8
Neural tube defects,2019,Albania,0.3
Cleft lip and cleft palate,2019,Albania,0
Down syndrome,2019,Albania,0.1
Congenital heart anomalies,2019,Albania,2.7
Other chromosomal anomalies,2019,Albania,0.3
Other congenital anomalies,2019,Albania,1
Road injury,2019,Albania,9.9
Poisonings,2019,Albania,0.3
Falls,2019,Albania,2.9
"Fire, heat and hot substances",2019,Albania,0.5
Drowning,2019,Albania,0.9
Exposure to mechanical forces,2019,Albania,1.3
Natural disasters,2019,Albania,1.7
Other unintentional injuries,2019,Albania,2.9
Self-harm,2019,Albania,3.7
Interpersonal violence,2019,Albania,3.3
Collective violence and legal intervention,2019,Albania,0
Tuberculosis,2019,Algeria,6.7
STDs excluding HIV,2019,Algeria,0.1
HIV/AIDS,2019,Algeria,0.4
Diarrhoeal diseases,2019,Algeria,2.2
Childhood-cluster diseases,2019,Algeria,0.5
Meningitis,2019,Algeria,0.7
Encephalitis,2019,Algeria,0.3
Hepatitis,2019,Algeria,0.5
Parasitic and vector diseases,2019,Algeria,0.2
Intestinal nematode infections,2019,Algeria,0
Other infectious diseases,2019,Algeria,0.6
Lower respiratory infections,2019,Algeria,17.4
Upper respiratory infections,2019,Algeria,0
Otitis media,2019,Algeria,0
Preterm birth complications,2019,Algeria,6.7
Birth asphyxia and birth trauma,2019,Algeria,4.6
Neonatal sepsis and infections,2019,Algeria,2.9
Other neonatal conditions,2019,Algeria,1.3
Protein-energy malnutrition,2019,Algeria,0.2
Other nutritional deficiencies,2019,Algeria,0.1
Mouth and oropharynx cancers,2019,Algeria,1.9
Oesophagus cancer,2019,Algeria,0.9
Stomach cancer,2019,Algeria,5.6
Colon and rectum cancers,2019,Algeria,8.7
Liver cancer,2019,Algeria,1.5
Pancreas cancer,2019,Algeria,2.7
"Trachea, bronchus, lung cancers",2019,Algeria,11
Melanoma and other skin cancers,2019,Algeria,2
Breast cancer,2019,Algeria,9.1
Cervix uteri cancer,2019,Algeria,3
Corpus uteri cancer,2019,Algeria,0.2
Ovary cancer,2019,Algeria,1.7
Prostate cancer,2019,Algeria,3.1
Testicular cancer,2019,Algeria,0.1
Kidney cancer,2019,Algeria,1.1
Bladder cancer,2019,Algeria,4
Brain and nervous system cancers,2019,Algeria,3.5
Gallbladder and biliary tract cancer,2019,Algeria,2.1
Larynx cancer,2019,Algeria,2.2
Thyroid cancer,2019,Algeria,0.8
Mesothelioma,2019,Algeria,0.2
"Lymphomas, multiple myeloma",2019,Algeria,5.1
Leukaemia,2019,Algeria,3
Other malignant neoplasms,2019,Algeria,9.8
Thalassaemias,2019,Algeria,0.1
Sickle cell disorders and trait,2019,Algeria,0.1
Other haemoglobinopathies and haemolytic anaemias,2019,Algeria,0.2
"Other endocrine, blood and immune disorders",2019,Algeria,1.8
Alcohol use disorders,2019,Algeria,0.2
Drug use disorders,2019,Algeria,2.5
Eating disorders,2019,Algeria,0
Alzheimer disease and other dementias,2019,Algeria,16.1
Parkinson disease,2019,Algeria,3.6
Epilepsy,2019,Algeria,0.8
Multiple sclerosis,2019,Algeria,0.2
Other neurological conditions,2019,Algeria,0.4
Rheumatic heart disease,2019,Algeria,1
Hypertensive heart disease,2019,Algeria,23.8
Ischaemic heart disease,2019,Algeria,154.4
Stroke,2019,Algeria,66.3
"Cardiomyopathy, myocarditis, endocarditis",2019,Algeria,2.2
Other circulatory diseases,2019,Algeria,11.1
Chronic obstructive pulmonary disease,2019,Algeria,13.3
Asthma,2019,Algeria,5.7
Other respiratory diseases,2019,Algeria,0.9
Peptic ulcer disease,2019,Algeria,2
Cirrhosis of the liver,2019,Algeria,9.5
Appendicitis,2019,Algeria,0.2
Gastritis and duodenitis,2019,Algeria,0.1
Paralytic ileus and intestinal obstruction,2019,Algeria,1.2
Inflammatory bowel disease,2019,Algeria,0.1
Gallbladder and biliary diseases,2019,Algeria,0.9
Pancreatitis,2019,Algeria,0.5
Other digestive diseases,2019,Algeria,1.1
Kidney diseases,2019,Algeria,21.1
Urolithiasis,2019,Algeria,0
Other urinary diseases,2019,Algeria,0.4
Gynecological diseases,2019,Algeria,0
Rheumatoid arthritis,2019,Algeria,0.1
Other musculoskeletal disorders,2019,Algeria,0.4
Neural tube defects,2019,Algeria,0.4
Cleft lip and cleft palate,2019,Algeria,0
Down syndrome,2019,Algeria,0.4
Congenital heart anomalies,2019,Algeria,2.3
Other chromosomal anomalies,2019,Algeria,0.4
Other congenital anomalies,2019,Algeria,2.7
Road injury,2019,Algeria,21.8
Poisonings,2019,Algeria,0.7
Falls,2019,Algeria,3.4
"Fire, heat and hot substances",2019,Algeria,1.5
Drowning,2019,Algeria,1
Exposure to mechanical forces,2019,Algeria,1.5
Other unintentional injuries,2019,Algeria,3.3
Self-harm,2019,Algeria,2.6
Interpersonal violence,2019,Algeria,1.7
Collective violence and legal intervention,2019,Algeria,0.1
Tuberculosis,2019,Angola,86
STDs excluding HIV,2019,Angola,2.1
HIV/AIDS,2019,Angola,50
Diarrhoeal diseases,2019,Angola,67.1
Childhood-cluster diseases,2019,Angola,8.1
Meningitis,2019,Angola,10.2
Encephalitis,2019,Angola,0.5
Hepatitis,2019,Angola,1.6
Parasitic and vector diseases,2019,Angola,54
Intestinal nematode infections,2019,Angola,0.1
Other infectious diseases,2019,Angola,6.1
Lower respiratory infections,2019,Angola,99.4
Upper respiratory infections,2019,Angola,0.3
Otitis media,2019,Angola,0
Preterm birth complications,2019,Angola,10.9
Birth asphyxia and birth trauma,2019,Angola,12.5
Neonatal sepsis and infections,2019,Angola,4.7
Other neonatal conditions,2019,Angola,1.5
Protein-energy malnutrition,2019,Angola,14.2
Other nutritional deficiencies,2019,Angola,1
Mouth and oropharynx cancers,2019,Angola,4.4
Oesophagus cancer,2019,Angola,2.7
Stomach cancer,2019,Angola,3
Colon and rectum cancers,2019,Angola,4.2
Liver cancer,2019,Angola,4
Pancreas cancer,2019,Angola,1.3
"Trachea, bronchus, lung cancers",2019,Angola,3.8
Melanoma and other skin cancers,2019,Angola,4.7
Breast cancer,2019,Angola,8.5
Cervix uteri cancer,2019,Angola,15.6
Corpus uteri cancer,2019,Angola,0.8
Ovary cancer,2019,Angola,1.6
Prostate cancer,2019,Angola,13.7
Testicular cancer,2019,Angola,0.1
Kidney cancer,2019,Angola,0.8
Bladder cancer,2019,Angola,1.6
Brain and nervous system cancers,2019,Angola,0.8
Gallbladder and biliary tract cancer,2019,Angola,0.3
Larynx cancer,2019,Angola,1.3
Thyroid cancer,2019,Angola,0.2
Mesothelioma,2019,Angola,0.1
"Lymphomas, multiple myeloma",2019,Angola,4.1
Leukaemia,2019,Angola,2.2
Other malignant neoplasms,2019,Angola,7.8
